{'imei': '305504094512937', 'imsi': '305504094512937', 'ses_id': '00121', 'mac': '9A:D7:6A:47:CD:61', 'relation': 'r40', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '744370626992045', 'imsi': '744370626992045', 'ses_id': '00406', 'mac': '04:60:2D:28:80:3C', 'relation': 'r135', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '533692946481585', 'imsi': '533692946481585', 'ses_id': '00407', 'mac': '22:23:C7:A9:47:5C', 'relation': 'r135', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '808801060116390', 'imsi': '808801060116390', 'ses_id': '00408', 'mac': '49:1C:E3:89:6D:28', 'relation': 'r135', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '908946316631463', 'imsi': '908946316631463', 'ses_id': '00409', 'mac': 'A4:E3:D2:EE:4F:2F', 'relation': 'r136', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '886488215946961', 'imsi': '886488215946961', 'ses_id': '00410', 'mac': '7B:90:2C:75:67:24', 'relation': 'r136', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '189329130883153', 'imsi': '189329130883153', 'ses_id': '00411', 'mac': '90:BE:7D:62:15:4E', 'relation': 'r136', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '698383279147566', 'imsi': '698383279147566', 'ses_id': '00412', 'mac': '62:D0:2E:09:02:3A', 'relation': 'r137', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '916958616113917', 'imsi': '916958616113917', 'ses_id': '00413', 'mac': 'D9:F3:E1:78:03:71', 'relation': 'r137', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '503054046580784', 'imsi': '503054046580784', 'ses_id': '00414', 'mac': 'FB:21:15:E7:7B:F8', 'relation': 'r137', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '913904878308066', 'imsi': '913904878308066', 'ses_id': '00415', 'mac': 'A9:F4:02:E8:0E:A9', 'relation': 'r138', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '765874841759404', 'imsi': '765874841759404', 'ses_id': '00416', 'mac': 'F1:10:37:02:2A:32', 'relation': 'r138', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '668127241387390', 'imsi': '668127241387390', 'ses_id': '00417', 'mac': 'F2:96:D8:C8:FC:B0', 'relation': 'r138', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '933984160840398', 'imsi': '933984160840398', 'ses_id': '00418', 'mac': 'E0:19:9A:18:B1:2D', 'relation': 'r139', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '533606954901374', 'imsi': '533606954901374', 'ses_id': '00419', 'mac': '8A:F9:63:A6:43:A1', 'relation': 'r139', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '565364755057344', 'imsi': '565364755057344', 'ses_id': '00420', 'mac': 'A8:8A:54:43:D5:A6', 'relation': 'r139', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '110458871365271', 'imsi': '110458871365271', 'ses_id': '00421', 'mac': 'FB:DA:CE:94:09:CE', 'relation': 'r140', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '830423868978462', 'imsi': '830423868978462', 'ses_id': '00422', 'mac': 'B8:5E:AE:E6:77:FA', 'relation': 'r140', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '606141722504685', 'imsi': '606141722504685', 'ses_id': '00423', 'mac': '03:C7:88:C7:40:21', 'relation': 'r140', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '733377981532119', 'imsi': '733377981532119', 'ses_id': '00424', 'mac': '8A:52:41:1E:95:C4', 'relation': 'r141', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '752629213466328', 'imsi': '752629213466328', 'ses_id': '00425', 'mac': '3B:99:38:4C:AF:32', 'relation': 'r141', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '809944795409236', 'imsi': '809944795409236', 'ses_id': '00426', 'mac': '8F:9B:9A:B1:6F:29', 'relation': 'r141', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '222336642705755', 'imsi': '222336642705755', 'ses_id': '00427', 'mac': '12:80:74:C9:F5:22', 'relation': 'r142', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '422485401798639', 'imsi': '422485401798639', 'ses_id': '00428', 'mac': 'C5:E7:51:9C:12:89', 'relation': 'r142', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '754738646128626', 'imsi': '754738646128626', 'ses_id': '00429', 'mac': 'B4:01:3B:94:D1:D4', 'relation': 'r142', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '641202239753894', 'imsi': '641202239753894', 'ses_id': '00430', 'mac': '40:C4:ED:6B:34:27', 'relation': 'r143', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '117044107139075', 'imsi': '117044107139075', 'ses_id': '00431', 'mac': '5A:35:B0:D7:C8:8F', 'relation': 'r143', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '610197115788136', 'imsi': '610197115788136', 'ses_id': '00432', 'mac': '3F:41:F2:44:AF:80', 'relation': 'r143', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '655563626456960', 'imsi': '655563626456960', 'ses_id': '00433', 'mac': 'DC:5F:17:65:19:0B', 'relation': 'r144', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '668720271502997', 'imsi': '668720271502997', 'ses_id': '00434', 'mac': '37:3F:D0:F1:04:10', 'relation': 'r144', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '313786075165479', 'imsi': '313786075165479', 'ses_id': '00435', 'mac': '55:DF:45:92:2D:12', 'relation': 'r144', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '172092156211903', 'imsi': '172092156211903', 'ses_id': '00436', 'mac': '47:75:EF:F2:73:15', 'relation': 'r145', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '265438727492984', 'imsi': '265438727492984', 'ses_id': '00437', 'mac': 'BF:55:36:E8:0B:7D', 'relation': 'r145', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '561077744376230', 'imsi': '561077744376230', 'ses_id': '00438', 'mac': 'FE:E2:CE:4F:60:45', 'relation': 'r145', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '990510406880204', 'imsi': '990510406880204', 'ses_id': '00439', 'mac': '94:6F:76:42:69:79', 'relation': 'r146', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '377988128120332', 'imsi': '377988128120332', 'ses_id': '00440', 'mac': 'D5:F7:17:51:53:21', 'relation': 'r146', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '734192667059758', 'imsi': '734192667059758', 'ses_id': '00441', 'mac': '25:17:D5:A7:9F:7E', 'relation': 'r146', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '679025898826100', 'imsi': '679025898826100', 'ses_id': '00442', 'mac': '60:1B:37:5F:B5:7B', 'relation': 'r147', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '884148425025837', 'imsi': '884148425025837', 'ses_id': '00443', 'mac': 'AA:BE:DD:FE:21:5F', 'relation': 'r147', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '758361967464027', 'imsi': '758361967464027', 'ses_id': '00444', 'mac': '5F:7D:FC:B5:7B:19', 'relation': 'r147', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '778592426433221', 'imsi': '778592426433221', 'ses_id': '00445', 'mac': '35:9D:9F:03:06:27', 'relation': 'r148', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '453402861855440', 'imsi': '453402861855440', 'ses_id': '00446', 'mac': '32:65:2A:47:0A:49', 'relation': 'r148', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '513454849975713', 'imsi': '513454849975713', 'ses_id': '00447', 'mac': '8F:DD:BD:7D:2F:BA', 'relation': 'r148', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '200090266521330', 'imsi': '200090266521330', 'ses_id': '00448', 'mac': 'E5:C8:0E:EC:F5:12', 'relation': 'r149', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '112974721530572', 'imsi': '112974721530572', 'ses_id': '00449', 'mac': 'E5:88:EB:F6:AD:46', 'relation': 'r149', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '891837610370993', 'imsi': '891837610370993', 'ses_id': '00450', 'mac': 'AA:4C:0E:78:44:FD', 'relation': 'r149', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '693678438843533', 'imsi': '693678438843533', 'ses_id': '00451', 'mac': '3E:02:3A:31:EA:9C', 'relation': 'r150', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '199642384003035', 'imsi': '199642384003035', 'ses_id': '00452', 'mac': '69:31:67:7F:10:CA', 'relation': 'r150', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '240184359740312', 'imsi': '240184359740312', 'ses_id': '00453', 'mac': '94:3B:82:00:14:B4', 'relation': 'r150', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '773313602493687', 'imsi': '773313602493687', 'ses_id': '00454', 'mac': 'DE:5B:9C:8E:5A:E0', 'relation': 'r151', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '788325996137753', 'imsi': '788325996137753', 'ses_id': '00455', 'mac': '15:02:E6:C7:0E:31', 'relation': 'r151', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '576212075714213', 'imsi': '576212075714213', 'ses_id': '00456', 'mac': '1B:02:E6:5B:49:8C', 'relation': 'r151', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '742645532247445', 'imsi': '742645532247445', 'ses_id': '00457', 'mac': '6F:A0:00:4A:ED:CC', 'relation': 'r152', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '895789984182452', 'imsi': '895789984182452', 'ses_id': '00458', 'mac': '49:4C:86:C9:17:0F', 'relation': 'r152', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '997883063245100', 'imsi': '997883063245100', 'ses_id': '00459', 'mac': 'BD:BE:73:BB:36:6B', 'relation': 'r152', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '841842044372191', 'imsi': '841842044372191', 'ses_id': '00460', 'mac': 'F9:7D:73:A0:AD:63', 'relation': 'r153', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '273881856037469', 'imsi': '273881856037469', 'ses_id': '00461', 'mac': '33:A4:94:45:2E:48', 'relation': 'r153', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '432268027562996', 'imsi': '432268027562996', 'ses_id': '00462', 'mac': '2E:44:59:F4:26:18', 'relation': 'r153', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '269091000608909', 'imsi': '269091000608909', 'ses_id': '00463', 'mac': '8B:13:96:5A:9F:E2', 'relation': 'r154', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '586072182862789', 'imsi': '586072182862789', 'ses_id': '00464', 'mac': '32:64:19:B3:8E:7B', 'relation': 'r154', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '655677567953314', 'imsi': '655677567953314', 'ses_id': '00465', 'mac': '76:F8:B1:E4:BF:64', 'relation': 'r154', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '389930515100669', 'imsi': '389930515100669', 'ses_id': '00466', 'mac': '6A:ED:0C:EC:E4:FF', 'relation': 'r155', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '659585042708531', 'imsi': '659585042708531', 'ses_id': '00467', 'mac': 'CB:25:08:11:DF:89', 'relation': 'r155', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '308247935631501', 'imsi': '308247935631501', 'ses_id': '00468', 'mac': 'F7:CB:72:EB:CD:97', 'relation': 'r155', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '432676740379789', 'imsi': '432676740379789', 'ses_id': '00469', 'mac': 'A7:39:A3:98:D0:B7', 'relation': 'r156', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '341996044552765', 'imsi': '341996044552765', 'ses_id': '00470', 'mac': '2B:7E:AE:8A:64:6B', 'relation': 'r156', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '831221142368050', 'imsi': '831221142368050', 'ses_id': '00471', 'mac': '65:73:2F:9C:6A:61', 'relation': 'r156', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '162331405254346', 'imsi': '162331405254346', 'ses_id': '00472', 'mac': 'CD:8A:74:19:E8:80', 'relation': 'r157', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '477770525023901', 'imsi': '477770525023901', 'ses_id': '00473', 'mac': '7F:5B:3A:89:ED:A1', 'relation': 'r157', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '214990887916433', 'imsi': '214990887916433', 'ses_id': '00474', 'mac': 'C4:C3:D3:4A:FB:56', 'relation': 'r157', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '647892366053146', 'imsi': '647892366053146', 'ses_id': '00475', 'mac': 'E6:ED:C6:73:5B:E8', 'relation': 'r158', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '152917102681046', 'imsi': '152917102681046', 'ses_id': '00476', 'mac': '66:F5:4A:51:E2:4B', 'relation': 'r158', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '736139442516219', 'imsi': '736139442516219', 'ses_id': '00477', 'mac': '47:74:2B:0F:18:DD', 'relation': 'r158', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '587966262527739', 'imsi': '587966262527739', 'ses_id': '00478', 'mac': 'C5:11:FF:86:58:08', 'relation': 'r159', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '943573121932142', 'imsi': '943573121932142', 'ses_id': '00479', 'mac': '3E:91:1B:C5:24:84', 'relation': 'r159', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '360899303028451', 'imsi': '360899303028451', 'ses_id': '00480', 'mac': 'E1:4F:81:D5:5E:54', 'relation': 'r159', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '444265599494773', 'imsi': '444265599494773', 'ses_id': '00481', 'mac': 'DC:93:53:A8:13:92', 'relation': 'r160', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '252931561749599', 'imsi': '252931561749599', 'ses_id': '00482', 'mac': 'D5:6F:9C:38:D7:75', 'relation': 'r160', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '670786587982500', 'imsi': '670786587982500', 'ses_id': '00483', 'mac': '75:9A:3D:E1:A8:3F', 'relation': 'r160', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '679431327692576', 'imsi': '679431327692576', 'ses_id': '00484', 'mac': 'AC:7B:FE:CC:42:CB', 'relation': 'r161', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '685465214545399', 'imsi': '685465214545399', 'ses_id': '00485', 'mac': 'DF:4B:60:FC:E9:82', 'relation': 'r161', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '778501557418160', 'imsi': '778501557418160', 'ses_id': '00486', 'mac': '77:22:D5:19:18:41', 'relation': 'r161', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '155791247467627', 'imsi': '155791247467627', 'ses_id': '00487', 'mac': '7F:C0:10:6E:99:0E', 'relation': 'r162', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '792540488766819', 'imsi': '792540488766819', 'ses_id': '00488', 'mac': '30:A2:32:39:84:06', 'relation': 'r162', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '916539758526158', 'imsi': '916539758526158', 'ses_id': '00489', 'mac': '80:D9:21:98:F6:21', 'relation': 'r162', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '331516007919242', 'imsi': '331516007919242', 'ses_id': '00490', 'mac': 'E8:F8:10:64:31:55', 'relation': 'r163', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '866839240102646', 'imsi': '866839240102646', 'ses_id': '00491', 'mac': '27:D0:A7:E3:1C:A2', 'relation': 'r163', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '741030460742007', 'imsi': '741030460742007', 'ses_id': '00492', 'mac': 'C4:0C:0A:D9:2C:F3', 'relation': 'r163', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '684512805944606', 'imsi': '684512805944606', 'ses_id': '00493', 'mac': '66:69:70:D9:1A:2A', 'relation': 'r164', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '844497915688818', 'imsi': '844497915688818', 'ses_id': '00494', 'mac': '11:C2:C8:30:BB:75', 'relation': 'r164', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '500614047719996', 'imsi': '500614047719996', 'ses_id': '00495', 'mac': '74:D9:1D:A7:4F:F0', 'relation': 'r164', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '710143410329403', 'imsi': '710143410329403', 'ses_id': '00496', 'mac': '0C:20:74:58:42:9F', 'relation': 'r165', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '679651708669862', 'imsi': '679651708669862', 'ses_id': '00497', 'mac': '0B:05:8F:0D:47:74', 'relation': 'r165', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '197754179308144', 'imsi': '197754179308144', 'ses_id': '00498', 'mac': '41:A7:10:10:62:4C', 'relation': 'r165', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '859496577433371', 'imsi': '859496577433371', 'ses_id': '00499', 'mac': '58:48:9C:82:81:6F', 'relation': 'r166', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '703336597842485', 'imsi': '703336597842485', 'ses_id': '00500', 'mac': 'FF:C3:64:70:42:14', 'relation': 'r166', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '953095120000808', 'imsi': '953095120000808', 'ses_id': '00501', 'mac': 'A1:D1:21:D7:81:D1', 'relation': 'r166', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '723546623152204', 'imsi': '723546623152204', 'ses_id': '00502', 'mac': 'D6:25:68:56:82:9C', 'relation': 'r167', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '791164274451441', 'imsi': '791164274451441', 'ses_id': '00503', 'mac': '5F:78:17:BB:79:B9', 'relation': 'r167', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '330751028179154', 'imsi': '330751028179154', 'ses_id': '00504', 'mac': '09:E2:0C:27:24:B8', 'relation': 'r167', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '607264403679771', 'imsi': '607264403679771', 'ses_id': '00505', 'mac': 'AF:D2:17:E5:66:C7', 'relation': 'r168', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '156870854725429', 'imsi': '156870854725429', 'ses_id': '00506', 'mac': 'B9:23:1D:AA:79:BF', 'relation': 'r168', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '664197199855006', 'imsi': '664197199855006', 'ses_id': '00507', 'mac': '6C:77:13:EA:2B:C3', 'relation': 'r168', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '427058883285984', 'imsi': '427058883285984', 'ses_id': '00508', 'mac': '3B:88:15:DC:CF:ED', 'relation': 'r169', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '443010086938931', 'imsi': '443010086938931', 'ses_id': '00509', 'mac': 'C9:83:24:37:19:D1', 'relation': 'r169', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '997331830552122', 'imsi': '997331830552122', 'ses_id': '00510', 'mac': 'AC:BC:99:FA:48:35', 'relation': 'r169', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '602541653203453', 'imsi': '602541653203453', 'ses_id': '00511', 'mac': 'CF:19:FF:6B:8D:E0', 'relation': 'r170', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '645760606891795', 'imsi': '645760606891795', 'ses_id': '00512', 'mac': '11:11:0D:15:0B:22', 'relation': 'r170', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '423809118524592', 'imsi': '423809118524592', 'ses_id': '00513', 'mac': '42:C8:0E:B6:EC:DD', 'relation': 'r170', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '581333801773353', 'imsi': '581333801773353', 'ses_id': '00514', 'mac': 'B4:04:29:D2:0D:33', 'relation': 'r171', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '276149736366296', 'imsi': '276149736366296', 'ses_id': '00515', 'mac': 'A4:85:F0:73:A4:A4', 'relation': 'r171', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '240739117869504', 'imsi': '240739117869504', 'ses_id': '00516', 'mac': '27:9F:37:DE:A7:3B', 'relation': 'r171', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '378900468124505', 'imsi': '378900468124505', 'ses_id': '00517', 'mac': 'FF:D9:C1:B8:43:C3', 'relation': 'r172', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '160488022850168', 'imsi': '160488022850168', 'ses_id': '00518', 'mac': 'B4:67:7F:A8:74:80', 'relation': 'r172', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '780202834989966', 'imsi': '780202834989966', 'ses_id': '00519', 'mac': '05:85:B0:1A:0D:36', 'relation': 'r172', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '534840484097546', 'imsi': '534840484097546', 'ses_id': '00520', 'mac': 'DD:C2:10:4C:C9:33', 'relation': 'r173', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '918049199127573', 'imsi': '918049199127573', 'ses_id': '00521', 'mac': '9C:0E:F1:80:6F:E1', 'relation': 'r173', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '305226088747958', 'imsi': '305226088747958', 'ses_id': '00522', 'mac': '0E:A3:CD:9A:A6:BA', 'relation': 'r173', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '442809657132234', 'imsi': '442809657132234', 'ses_id': '00523', 'mac': 'EF:7A:90:D1:77:F7', 'relation': 'r174', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '960927550432585', 'imsi': '960927550432585', 'ses_id': '00524', 'mac': '88:1D:8E:D1:D9:40', 'relation': 'r174', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '929176868509524', 'imsi': '929176868509524', 'ses_id': '00525', 'mac': '6C:51:21:B1:F3:A9', 'relation': 'r174', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '827144589097073', 'imsi': '827144589097073', 'ses_id': '00526', 'mac': 'B9:92:F9:97:19:58', 'relation': 'r175', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '385942992922936', 'imsi': '385942992922936', 'ses_id': '00527', 'mac': '72:95:AC:E1:93:1A', 'relation': 'r175', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '603517293959047', 'imsi': '603517293959047', 'ses_id': '00528', 'mac': '4B:A3:E6:A0:D4:BC', 'relation': 'r175', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '768813205659760', 'imsi': '768813205659760', 'ses_id': '00529', 'mac': 'C4:4C:B8:53:0C:74', 'relation': 'r176', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '255969210911874', 'imsi': '255969210911874', 'ses_id': '00530', 'mac': '05:42:85:BA:17:DE', 'relation': 'r176', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '990909307871518', 'imsi': '990909307871518', 'ses_id': '00531', 'mac': 'B9:99:B4:69:89:64', 'relation': 'r176', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '472199616701744', 'imsi': '472199616701744', 'ses_id': '00532', 'mac': 'F0:70:7C:DF:21:20', 'relation': 'r177', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '202587914985548', 'imsi': '202587914985548', 'ses_id': '00533', 'mac': '6D:46:42:4F:0B:86', 'relation': 'r177', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '944917597660295', 'imsi': '944917597660295', 'ses_id': '00534', 'mac': 'FC:D7:63:A6:C1:E4', 'relation': 'r177', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '838604733103640', 'imsi': '838604733103640', 'ses_id': '00535', 'mac': 'DB:4E:C5:92:3B:77', 'relation': 'r178', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '411664754469480', 'imsi': '411664754469480', 'ses_id': '00536', 'mac': 'DA:67:6C:B6:00:CE', 'relation': 'r178', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '144886166507458', 'imsi': '144886166507458', 'ses_id': '00537', 'mac': 'C7:49:73:C4:DF:30', 'relation': 'r178', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '311549526893176', 'imsi': '311549526893176', 'ses_id': '00538', 'mac': '5A:B7:72:D4:C3:A2', 'relation': 'r179', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '619281698351189', 'imsi': '619281698351189', 'ses_id': '00539', 'mac': 'F6:89:E4:8B:0B:51', 'relation': 'r179', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '137786288401757', 'imsi': '137786288401757', 'ses_id': '00540', 'mac': 'E1:5B:F7:65:21:B9', 'relation': 'r179', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '834239124607156', 'imsi': '834239124607156', 'ses_id': '00541', 'mac': '39:CE:A7:10:B8:3A', 'relation': 'r180', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '798114095990558', 'imsi': '798114095990558', 'ses_id': '00542', 'mac': 'AA:75:7A:55:A0:1A', 'relation': 'r180', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '181656659451430', 'imsi': '181656659451430', 'ses_id': '00543', 'mac': '16:E2:70:A9:37:8C', 'relation': 'r180', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
